企業名,LP URL,広告種別,業種,電話番号,CRM確認,備考
ナサホーム,https://www.nasahome.co.jp/lp/,Meta,リフォームFC,,,全国展開・中堅
ペットゴー,https://www.petgo.jp/lp/,Meta,ペット用品EC,,,中堅・成長中
イエカレ,https://iekare.jp/lp/,Meta,不動産売却一括査定,,,成長中プラットフォーム
ペイディ（Paidy）,https://paidy.com/lp/,Meta,後払い決済サービス,,,PayPal子会社・急成長
FOLIO（フォリオ）,https://folio-sec.com/robo/lp/,Meta,テーマ投資・ロボアドバイザー,,,成長中フィンテック
楽天ひかり,https://hikari.rakuten.co.jp/lp/,Meta,光インターネット,,,楽天グループ
PayPay証券,https://www.paypay-sec.co.jp/lp/,Meta,スマホ証券・少額投資,,,PayPayグループ・急成長
エキサイトお悩み相談室,https://counseling.excite.co.jp/lp/,Meta,オンラインカウンセリング,,,エキサイト系・成長中
うららか相談室,https://comarigoto.jp/lp/,Meta,オンラインカウンセリング,,,成長中・ニッチ特化
LITALICOワークス,https://works.litalico.jp/lp/,Meta,就労移行支援・障害者就職,,,LITALICO系・全国展開
パーソルワークスイッチ,https://persol-workswitch.co.jp/lp/,Meta,就労移行支援FC,,,パーソル系・上場グループ
ニチイキッズ,https://www.nichiikids.net/lp/,Meta,保育・学童FC,,,ニチイ学館系・全国
LiBzCAREER（リブズキャリア）,https://career.libz.co.jp/lp/,Meta,女性向けハイキャリア転職,,,女性ハイクラス特化
ロゴスホーム,https://www.logos-home.com/lp/,Meta,北海道・注文住宅FC,,,北海道中心全国展開
阪急交通社（トラピックス）,https://www.hankyu-travel.com/lp/,Meta,パッケージ旅行,,,中堅・関西系大手
近畿日本ツーリスト（KNT）,https://www.knt.co.jp/lp/,Meta,パッケージ旅行,,,近鉄グループ・上場
スタジオキャラット,https://www.carat.jp/lp/,Meta,子ども写真館FC,,,全国展開・成長中
ホワイトニングパーク,https://www.whitening-park.jp/lp/,Meta,セルフホワイトニングサロンFC,,,全国急成長FC
